text,clean_text,intent,source
Oke bang,oke bang,setuju,main
okeyy baik kak,okeyy baik kak,setuju,main
iya kak lanjut,iya kak lanjut,setuju,main
kak boleh minta tolong copotkan ssd penyimpanan nggak? saya mau ambil laptop nya sekarang,kak boleh minta tolong copotkan ssd penyimpanan nggak saya mau ambil laptop nya sekarang,setuju,main
okey makasih kak,okey makasih kak,setuju,main
Ohh okee bang?,ohh okee bang,setuju,main
Okee bang,okee bang,setuju,main
"Okee kak, kabarin aja nnti ya bg",okee kak kabarin aja nnti ya bg,setuju,main
Ohh okee bang,ohh okee bang,setuju,main
Ohh oke bang,ohh oke bang,setuju,main
okey bg bntr lagi otw,okey bg bntr lagi otw,setuju,main
"Owalah, gitu berarti harus ganti baterai ya kak ?",owalah gitu berarti harus ganti baterai ya kak,setuju,main
Oke kak kalo gitu brarti masi bisa di pakai normal walau tanpa baterai ya yg penting sambil di charger👌,oke kak kalo gitu brarti masi bisa di pakai normal walau tanpa baterai ya yg penting sambil di charger,setuju,main
"Oke kak nanti saya kabarin lagi masi mau nyari-nyari laptop secund soalnya, sama mau nabung dulu 🙏",oke kak nanti saya kabarin lagi masi mau nyarinyari laptop secund soalnya sama mau nabung dulu,setuju,main
Siiip oke makasi kak,siiip oke makasi kak,setuju,main
oke bang,oke bang,setuju,main
bang kalau ganti touchpad tu brp?,bang kalau ganti touchpad tu brp,setuju,main
oke bang,oke bang,setuju,main
"oke bang, tutup jam brapa",oke bang tutup jam brapa,setuju,main
okee,okee,setuju,main
Oke siap bang sore atau Maghrib saye ke sana,oke siap bang sore atau maghrib saye ke sana,setuju,main
Okey bang bentar lagi di ambil,okey bang bentar lagi di ambil,setuju,main
Oke kk,oke kk,setuju,main
Jadi aman kah kak?,jadi aman kah kak,setuju,main
oke bang,oke bang,setuju,main
Oke bang nnti sore saya ambil,oke bang nnti sore saya ambil,setuju,main
Oke... Ditunggu info lanjutan. Setelah cek ulang. TRIms 🙏,oke ditunggu info lanjutan setelah cek ulang trims,setuju,main
"Selamat pagii .. update kondisi laptop Lenovo yg saya titip kemarin.? Apakah bisa diperbaiki atau ada part yg hrs ganti?

TRIms 🙏",selamat pagii update kondisi laptop lenovo yg saya titip kemarin apakah bisa diperbaiki atau ada part yg hrs ganti trims,setuju,main
Utk LCD touchscreen mungkin tak apalah tak bisa diperbaiki atau diganti LCD nya,utk lcd touchscreen mungkin tak apalah tak bisa diperbaiki atau diganti lcd nya,setuju,main
Ok.info lanjutan ditunggu. Trims,okinfo lanjutan ditunggu trims,setuju,main
oke bang,oke bang,setuju,main
oke bang,oke bang,setuju,main
oke bang beso ya saya ambilnya,oke bang beso ya saya ambilnya,setuju,main
lcd aman ke bang,lcd aman ke bang,setuju,main
okee lanjutkan service nya bang kalau udah selesai konfirmasi yaa,okee lanjutkan service nya bang kalau udah selesai konfirmasi yaa,setuju,main
"siang.
okei nanti saya ambil",siang okei nanti saya ambil,setuju,main
file aman ndaa bang?,file aman ndaa bang,setuju,main
okelaa bang,okelaa bang,setuju,main
Okeyy bg besok jak ya saya ambil,okeyy bg besok jak ya saya ambil,setuju,main
okeee,okeee,setuju,main
Oke,oke,setuju,main
Ganti mesin atau gimana bg?,ganti mesin atau gimana bg,setuju,main
"Oke bg, ntr saya nanya ortu dulu ya bg",oke bg ntr saya nanya ortu dulu ya bg,setuju,main
Oke ntr saya tanya ortu dulu ya bg,oke ntr saya tanya ortu dulu ya bg,setuju,main
Bg ada garansinya nda ya kalau udah ganti frame,bg ada garansinya nda ya kalau udah ganti frame,setuju,main
Boleh bg,boleh bg,setuju,main
Oke bang,oke bang,setuju,main
oke,oke,setuju,main
Boleh,boleh,setuju,main
Okey bg,okey bg,setuju,main
"Oke"". Toko tutup jam berape ?",oke toko tutup jam berape,setuju,main
Oke bg. Bentar lagi saya kesana,oke bg bentar lagi saya kesana,setuju,main
oke besok saye kesana bang,oke besok saye kesana bang,setuju,main
okee bang,okee bang,setuju,main
Boleh Bg,boleh bg,setuju,main
Oh boleh lh Bg,oh boleh lh bg,setuju,main
Boleh bg ndk ape,boleh bg ndk ape,setuju,main
Okee,okee,setuju,main
Oke bg,oke bg,setuju,main
Oke bg sudah bsa,oke bg sudah bsa,setuju,main
okee kk entar saya ambil,okee kk entar saya ambil,setuju,main
OOO iyalah boleh di instal ulang aja,ooo iyalah boleh di instal ulang aja,setuju,main
Oke bang,oke bang,setuju,main
Okeei,okeei,setuju,main
Kalo SSD berapa ya bang? Dan misal diganti SSD nya apakah ga lemot lagi?,kalo ssd berapa ya bang dan misal diganti ssd nya apakah ga lemot lagi,setuju,main
Laptop waktu itu bang yg downgrade ke windows 8 sama ganti keyboard,laptop waktu itu bang yg downgrade ke windows sama ganti keyboard,setuju,main
Oh oke boleh bg,oh oke boleh bg,setuju,main
Okee aman,okee aman,setuju,main
Bisa d kerjakan mlm ini lngsung kalo ad teknisinya ?,bisa d kerjakan mlm ini lngsung kalo ad teknisinya,setuju,main
"Yg abg blg kmren kalau lptop sy bnyak karatanny, gmn tu bng ?
Aman k kalo udh ganti mesinnya?",yg abg blg kmren kalau lptop sy bnyak karatanny gmn tu bng aman k kalo udh ganti mesinnya,setuju,main
"Okedeh
Besok sy antar lptopny bng",okedeh besok sy antar lptopny bng,setuju,main
oala oke kak besok saya antar laptop ya,oala oke kak besok saya antar laptop ya,setuju,main
Okee min,okee min,setuju,main
okee bang,okee bang,setuju,main
"oke bang, nda ad masalah lain kan?",oke bang nda ad masalah lain kan,setuju,main
"Wa'alaikumussalam, oke bang",waalaikumussalam oke bang,setuju,main
Oke bg saya lagi ga bisa ambil simpan kan dulu gapapa?,oke bg saya lagi ga bisa ambil simpan kan dulu gapapa,setuju,main
Oke bg terima kasih ya,oke bg terima kasih ya,setuju,main
Oke bg,oke bg,setuju,main
"oke bg, bentar ya",oke bg bentar ya,setuju,main
"waalaikumsalam, okee bang nanti saya ambil yaa",waalaikumsalam okee bang nanti saya ambil yaa,setuju,main
Boleh bang,boleh bang,setuju,main
Boleh bang,boleh bang,setuju,main
"Iya bang, asal datanya masih aman",iya bang asal datanya masih aman,setuju,main
"Misalnya LCD diperbaiki/ganti, biayanya berapa Bang",misalnya lcd diperbaikiganti biayanya berapa bang,setuju,main
Bang saya ganti touchpad dg beli casannya saja .. Bearti totalnya semuanya 450.000  sama perbaikannya? Atau berapa Bang?,bang saya ganti touchpad dg beli casannya saja bearti totalnya semuanya sama perbaikannya atau berapa bang,setuju,main
Owh ok.. Ganti itu saja Bang,owh ok ganti itu saja bang,setuju,main
"Klo ganti gimana bg, bayar lg atau gimana",klo ganti gimana bg bayar lg atau gimana,setuju,main
Boleh bg.,boleh bg,setuju,main
Ok bg. Boleh,ok bg boleh,setuju,main
Boleh bg. Nanti klo sudah selesai infokn saja,boleh bg nanti klo sudah selesai infokn saja,setuju,main
"Boleh tu bang, kena berapa kira kira?",boleh tu bang kena berapa kira kira,setuju,main
Ok boleh bang,ok boleh bang,setuju,main
Yang kipas aman bg,yang kipas aman bg,setuju,main
layarnya aman kn bang,layarnya aman kn bang,setuju,main
okey bang,okey bang,setuju,main
"oke bang, buka sampe jam berapa bg",oke bang buka sampe jam berapa bg,setuju,main
okey bang makasih banyak🙏🏻,okey bang makasih banyak,setuju,main
okey makasih banyak bang🙏🏻🧎‍♀️,okey makasih banyak bang,setuju,main
okey habis magrib sya ke kesana ya🙏🏻,okey habis magrib sya ke kesana ya,setuju,main
sya ada deadline tugas besok😞,sya ada deadline tugas besok,setuju,main
ha bolehkah seperti itu,ha bolehkah seperti itu,setuju,main
okey habis magrib sya kesana ya makasih banyak bg🙏🏻,okey habis magrib sya kesana ya makasih banyak bg,setuju,main
okelah bang makasih banyak🙏🏻,okelah bang makasih banyak,setuju,main
sudah aman kh itu bang,sudah aman kh itu bang,setuju,main
okey nanti saya kesana,okey nanti saya kesana,setuju,main
okey jam 7an sya kesana,okey jam an sya kesana,setuju,main
Oke bang,oke bang,setuju,main
Okee bang,okee bang,setuju,main
"Oke siap bang, makasih bang",oke siap bang makasih bang,setuju,main
"Okee bang, aman, makasih bang",okee bang aman makasih bang,setuju,main
"Lupa nanya kmrn, klu ganti speaker laptop yg kmrn brp.",lupa nanya kmrn klu ganti speaker laptop yg kmrn brp,setuju,main
"Owh iya bang boleh
Mau nnyk bang apa ad garansi nya?",owh iya bang boleh mau nnyk bang apa ad garansi nya,setuju,main
Okeee,okeee,setuju,main
"Owh oke bang 
Kemungkinan bsk saya ambil lep top nya",owh oke bang kemungkinan bsk saya ambil lep top nya,setuju,main
Klo ssd yg bermasalah itu mau di ganti ap gmn bg,klo ssd yg bermasalah itu mau di ganti ap gmn bg,setuju,main
Oke bg nanti laptop ny saya ambil ke toko,oke bg nanti laptop ny saya ambil ke toko,setuju,main
"Oke bang, nanti saya ambil ya",oke bang nanti saya ambil ya,setuju,main
Oke,oke,setuju,main
"Bang, saya mau upgrade Wi-Fi card laptop ASUS TUF FX505DD ke Intel Wi-Fi 6 AX200
Mau ganti Qualcomm Atheros QCA9377 ke Intel AX200 NGW M.2 2230.",bang saya mau upgrade wifi card laptop asus tuf fxdd ke intel wifi ax mau ganti qualcomm atheros qca ke intel ax ngw m,setuju,main
sama bersihin kipas dn ganti thermal paste,sama bersihin kipas dn ganti thermal paste,setuju,main
oke bang,oke bang,setuju,main
ganti thermal paste dn bersihin kipas brp bg,ganti thermal paste dn bersihin kipas brp bg,setuju,main
oke bg,oke bg,setuju,main
Pengecas nya aman kah bg?,pengecas nya aman kah bg,setuju,main
"Boleh bg, ganti aja bg",boleh bg ganti aja bg,setuju,main
Oke bg,oke bg,setuju,main
"Wa'alaikum salam wr.wb
Okee bg. Saya infokan kalau mau ambil bg",waalaikum salam wrwb okee bg saya infokan kalau mau ambil bg,setuju,main
"Okee, aman ya bg. Batrai aja berarti",okee aman ya bg batrai aja berarti,setuju,main
ohh oke bang untuk harga berapa ya bang,ohh oke bang untuk harga berapa ya bang,setuju,main
Oke,oke,setuju,main
Besok Jak bah boleh dk saye ambilnya,besok jak bah boleh dk saye ambilnya,setuju,main
"Oke bang, terima kasih",oke bang terima kasih,setuju,main
"Malam bang, apakah laptopnya sudah selesai dikerjakan dan dapat diambil?",malam bang apakah laptopnya sudah selesai dikerjakan dan dapat diambil,setuju,main
"Malam bang, tadi lupa nanya.. untuk selanjutnya agar baterainya tahan lama dan nda rusak lagi gimana ya pemeliharannya?",malam bang tadi lupa nanya untuk selanjutnya agar baterainya tahan lama dan nda rusak lagi gimana ya pemeliharannya,setuju,main
"Ohh oke bang, terima kasih!",ohh oke bang terima kasih,setuju,main
"Iya bang, untuk sekarang emang baterai nya aman, keyboard nya ja ni, kemarin pun nda ada cek2 lain kan ya selain baterai",iya bang untuk sekarang emang baterai nya aman keyboard nya ja ni kemarin pun nda ada cek lain kan ya selain baterai,setuju,main
"Oke bang, siang ini saya bawa ke toko",oke bang siang ini saya bawa ke toko,setuju,main
Semoge jak aman terus setelah ini,semoge jak aman terus setelah ini,setuju,main
Kok bse ganti ganti agi bng,kok bse ganti ganti agi bng,setuju,main
"oke bang, nanti saya ambil sore",oke bang nanti saya ambil sore,setuju,main
Okee,okee,setuju,main
oke,oke,setuju,main
Oke bang,oke bang,setuju,main
okee bang,okee bang,setuju,main
okee bang,okee bang,setuju,main
"Okee bang, bentar lg ambil",okee bang bentar lg ambil,setuju,main
"Oke bg terimakasih
Nnti saya ambl laptop nya",oke bg terimakasih nnti saya ambl laptop nya,setuju,main
okey bang,okey bang,setuju,main
"assalamualaikum kak, laptop saya lenovo ada-v14, 5 hari lalu ketumpahan air disekitar keyboard esc, 1, 2 3 sampai tombol power. hari ini muncul garis garis di bawah, kira kira ini ganti lcd berapa ya kak?",assalamualaikum kak laptop saya lenovo adav hari lalu ketumpahan air disekitar keyboard esc sampai tombol power hari ini muncul garis garis di bawah kira kira ini ganti lcd berapa ya kak,setuju,main
"keyboard aman sih kak, masih work semua
itu lcdnya IPS atau bukan kak?",keyboard aman sih kak masih work semua itu lcdnya ips atau bukan kak,setuju,main
Oke bang,oke bang,setuju,main
Oke,oke,setuju,main
"Okee,sebentr lagi saya ambil ya",okeesebentr lagi saya ambil ya,setuju,main
"Bg balek sye dri mall jk ye sye ambek nye,mau buat tugas lain dlu soal nya",bg balek sye dri mall jk ye sye ambek nyemau buat tugas lain dlu soal nya,setuju,main
"setuju kak, btw bisa nego lagi gak kak?☺️",setuju kak btw bisa nego lagi gak kak,setuju,external
Oke setuju,oke setuju,setuju,external
oke siap bang,oke siap bang,setuju,external
setuju,setuju,setuju,external
okeh bg,okeh bg,setuju,external
Bolehhh minnn,bolehhh minnn,setuju,external
s7 min,s min,setuju,external
"gass kan yak kak, saye nak make cepat bah soalnye",gass kan yak kak saye nak make cepat bah soalnye,setuju,external
"Aok bang, tapi bise dikerjekan hari itok ke?",aok bang tapi bise dikerjekan hari itok ke,setuju,external
"boleh tuh bang santai jak lok, besok saye ambek",boleh tuh bang santai jak lok besok saye ambek,setuju,external
"Okeee min, Inpo klo udah",okeee min inpo klo udah,setuju,external
oke bg nanti inpokan kalo udah ye,oke bg nanti inpokan kalo udah ye,setuju,external
gass jak minn,gass jak minn,setuju,external
okeyy bg,okeyy bg,setuju,external
Untuk selanjutnya infokan saja,untuk selanjutnya infokan saja,setuju,external
Okee deh kalau gitu sekalian besok siang jak lah bang,okee deh kalau gitu sekalian besok siang jak lah bang,setuju,external
boleh bang gausah nambah aja bang,boleh bang gausah nambah aja bang,setuju,external
"Oke, perkiraan selesai perbaikannya berapa lama ya ?",oke perkiraan selesai perbaikannya berapa lama ya,setuju,external
Boleh bg,boleh bg,setuju,external
Bolehla bg. Brrti service mesin sma gnti btrai ya bg,bolehla bg brrti service mesin sma gnti btrai ya bg,setuju,external
Ooh iyalah bg gpp. Yg penting laptop beres,ooh iyalah bg gpp yg penting laptop beres,setuju,external
Gaskak. Info jak ye kak kalau udah,gaskak info jak ye kak kalau udah,setuju,external
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal pak",sya konsul dlu sama ortu ternyata gak dibolehin batal pak,batal,main
"Coba tanya temen dlu ya pak, mahal jg tnyata",coba tanya temen dlu ya pak mahal jg tnyata,batal,main
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,main
"Budget sya gak nyampe segitu pak, batal aja lah",budget sya gak nyampe segitu pak batal aja lah,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal kak",sya konsul dlu sama ortu ternyata gak dibolehin batal kak,batal,main
"Kemahalan e bang, sya coba tempat lain dulu",kemahalan e bang sya coba tempat lain dulu,batal,main
"Budget sya gak nyampe segitu bang, batal aja lah",budget sya gak nyampe segitu bang batal aja lah,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bang",sya konsul dlu sama ortu ternyata gak dibolehin batal bang,batal,main
"Budget sya gak nyampe segitu bg, batal aja lah",budget sya gak nyampe segitu bg batal aja lah,batal,main
"Coba tanya temen dlu ya bang, mahal jg tnyata",coba tanya temen dlu ya bang mahal jg tnyata,batal,main
"Coba tanya temen dlu ya bu, mahal jg tnyata",coba tanya temen dlu ya bu mahal jg tnyata,batal,main
"Mahal amat bu, kurangin dong",mahal amat bu kurangin dong,batal,main
"Waduh mahal ya bu, gak jadi dulu deh",waduh mahal ya bu gak jadi dulu deh,batal,main
"Kemahalan e bg, sya coba tempat lain dulu",kemahalan e bg sya coba tempat lain dulu,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bang",sya konsul dlu sama ortu ternyata gak dibolehin batal bang,batal,main
"Mahal amat kak, kurangin dong",mahal amat kak kurangin dong,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal kak",sya konsul dlu sama ortu ternyata gak dibolehin batal kak,batal,main
"Mahal amat bang, kurangin dong",mahal amat bang kurangin dong,batal,main
"Mahal amat bu, kurangin dong",mahal amat bu kurangin dong,batal,main
"Budget sya gak nyampe segitu bu, batal aja lah",budget sya gak nyampe segitu bu batal aja lah,batal,main
"Budget sya gak nyampe segitu bg, batal aja lah",budget sya gak nyampe segitu bg batal aja lah,batal,main
"Kemahalan e bu, sya coba tempat lain dulu",kemahalan e bu sya coba tempat lain dulu,batal,main
"Budget sya gak nyampe segitu bu, batal aja lah",budget sya gak nyampe segitu bu batal aja lah,batal,main
"Mahal amat bg, kurangin dong",mahal amat bg kurangin dong,batal,main
"Waduh mahal ya kak, gak jadi dulu deh",waduh mahal ya kak gak jadi dulu deh,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal pak",sya konsul dlu sama ortu ternyata gak dibolehin batal pak,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bu",sya konsul dlu sama ortu ternyata gak dibolehin batal bu,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bg",sya konsul dlu sama ortu ternyata gak dibolehin batal bg,batal,main
"Wah diluar budget kak, batal ya",wah diluar budget kak batal ya,batal,main
"Sya konsul dlu sama ortu, ternyata gak dibolehin, batal bg",sya konsul dlu sama ortu ternyata gak dibolehin batal bg,batal,main
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,main
"Wah diluar budget pak, batal ya",wah diluar budget pak batal ya,batal,main
mahal sekali ya kak huhu,mahal sekali ya kak huhu,batal,main
oh berarti ndak jadi ganti baterai lah ye bang?,oh berarti ndak jadi ganti baterai lah ye bang,batal,main
"waduh mahal ya kak, ga jadi deh kak",waduh mahal ya kak ga jadi deh kak,batal,external
"Daan jadi jak bang, saye ambek jak tu laptop",daan jadi jak bang saye ambek jak tu laptop,batal,external
lain kali aja bang,lain kali aja bang,batal,external
batal,batal,batal,external
batal yak bang,batal yak bang,batal,external
cancell ajaa minnn,cancell ajaa minnn,batal,external
tak usah yak bg,tak usah yak bg,batal,external
"ala kak tak cukop dana saye segitu tu, nanti jak la kak",ala kak tak cukop dana saye segitu tu nanti jak la kak,batal,external
"Mohon maaf bang, tapi dana saye ndak mencukupek, jadi skip jak",mohon maaf bang tapi dana saye ndak mencukupek jadi skip jak,batal,external
kaya nye di batalkan dulu bang service nya,kaya nye di batalkan dulu bang service nya,batal,external
"Gak usah di benerin aja kak, besok saya ambil laptop nya",gak usah di benerin aja kak besok saya ambil laptop nya,batal,external
nd usah bang. agek butuh makai banyak duet,nd usah bang agek butuh makai banyak duet,batal,external
takkk cukupp laaa duet sayee minn,takkk cukupp laaa duet sayee minn,batal,external
"Mahal min, gak usah lah",mahal min gak usah lah,batal,external
Gak usah di benerin aja kak. besok saya ambil laptop nya,gak usah di benerin aja kak besok saya ambil laptop nya,batal,external
